,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,FREQ,Frequency
3806,annual,STATPOL,AINV,INVESTMENTS,AINV-55,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2005=100 (line 55),2014,2014-01-01,124.3,124.3,A,Annually
3807,annual,STATPOL,AINV,INVESTMENTS,AINV-55,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2005=100 (line 55),2015,2015-01-01,125.4,125.4,A,Annually
3808,annual,STATPOL,AINV,INVESTMENTS,AINV-55,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2005=100 (line 55),2016,2016-01-01,122.9,122.9,A,Annually
3809,annual,STATPOL,AINV,INVESTMENTS,AINV-55,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2005=100 (line 55),2017,2017-01-01,149.0,149.0,A,Annually
3810,annual,STATPOL,AINV,INVESTMENTS,AINV-55,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2005=100 (line 55),2018,2018-01-01,164.9,164.9,A,Annually
3811,annual,STATPOL,AINV,INVESTMENTS,AINV-55,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2005=100 (line 55),2019,2019-01-01,159.6,159.6,A,Annually
3812,annual,STATPOL,AINV,INVESTMENTS,AINV-55,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2005=100 (line 55),2020,2020-01-01,139.3,139.3,A,Annually
3813,annual,STATPOL,AINV,INVESTMENTS,AINV-56,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2010=100 (line 56),2000,2000-01-01,NA,,A,Annually
3814,annual,STATPOL,AINV,INVESTMENTS,AINV-56,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2010=100 (line 56),2001,2001-01-01,NA,,A,Annually
3815,annual,STATPOL,AINV,INVESTMENTS,AINV-56,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2010=100 (line 56),2002,2002-01-01,NA,,A,Annually
3816,annual,STATPOL,AINV,INVESTMENTS,AINV-56,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2010=100 (line 56),2003,2003-01-01,NA,,A,Annually
3817,annual,STATPOL,AINV,INVESTMENTS,AINV-56,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2010=100 (line 56),2004,2004-01-01,NA,,A,Annually
3818,annual,STATPOL,AINV,INVESTMENTS,AINV-56,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2010=100 (line 56),2005,2005-01-01,NA,,A,Annually
3819,annual,STATPOL,AINV,INVESTMENTS,AINV-56,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2010=100 (line 56),2006,2006-01-01,NA,,A,Annually
3820,annual,STATPOL,AINV,INVESTMENTS,AINV-56,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2010=100 (line 56),2007,2007-01-01,NA,,A,Annually
3821,annual,STATPOL,AINV,INVESTMENTS,AINV-56,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2010=100 (line 56),2008,2008-01-01,NA,,A,Annually
3822,annual,STATPOL,AINV,INVESTMENTS,AINV-56,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2010=100 (line 56),2009,2009-01-01,NA,,A,Annually
3823,annual,STATPOL,AINV,INVESTMENTS,AINV-56,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2010=100 (line 56),2010,2010-01-01,100.0,100.0,A,Annually
3824,annual,STATPOL,AINV,INVESTMENTS,AINV-56,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2010=100 (line 56),2011,2011-01-01,103.9,103.9,A,Annually
3825,annual,STATPOL,AINV,INVESTMENTS,AINV-56,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2010=100 (line 56),2012,2012-01-01,110.2,110.2,A,Annually
3826,annual,STATPOL,AINV,INVESTMENTS,AINV-56,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2010=100 (line 56),2013,2013-01-01,103.8,103.8,A,Annually
3827,annual,STATPOL,AINV,INVESTMENTS,AINV-56,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2010=100 (line 56),2014,2014-01-01,107.3,107.3,A,Annually
3828,annual,STATPOL,AINV,INVESTMENTS,AINV-56,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2010=100 (line 56),2015,2015-01-01,108.3,108.3,A,Annually
3829,annual,STATPOL,AINV,INVESTMENTS,AINV-56,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2010=100 (line 56),2016,2016-01-01,106.1,106.1,A,Annually
3830,annual,STATPOL,AINV,INVESTMENTS,AINV-56,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2010=100 (line 56),2017,2017-01-01,128.6,128.6,A,Annually
3831,annual,STATPOL,AINV,INVESTMENTS,AINV-56,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2010=100 (line 56),2018,2018-01-01,142.4,142.4,A,Annually
3832,annual,STATPOL,AINV,INVESTMENTS,AINV-56,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2010=100 (line 56),2019,2019-01-01,137.8,137.8,A,Annually
3833,annual,STATPOL,AINV,INVESTMENTS,AINV-56,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2010=100 (line 56),2020,2020-01-01,120.3,120.3,A,Annually
3834,annual,STATPOL,AINV,INVESTMENTS,AINV-57,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2015=100 (line 57),2000,2000-01-01,NA,,A,Annually
3835,annual,STATPOL,AINV,INVESTMENTS,AINV-57,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2015=100 (line 57),2001,2001-01-01,NA,,A,Annually
3836,annual,STATPOL,AINV,INVESTMENTS,AINV-57,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2015=100 (line 57),2002,2002-01-01,NA,,A,Annually
3837,annual,STATPOL,AINV,INVESTMENTS,AINV-57,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2015=100 (line 57),2003,2003-01-01,NA,,A,Annually
3838,annual,STATPOL,AINV,INVESTMENTS,AINV-57,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2015=100 (line 57),2004,2004-01-01,NA,,A,Annually
3839,annual,STATPOL,AINV,INVESTMENTS,AINV-57,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2015=100 (line 57),2005,2005-01-01,NA,,A,Annually
3840,annual,STATPOL,AINV,INVESTMENTS,AINV-57,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2015=100 (line 57),2006,2006-01-01,NA,,A,Annually
3841,annual,STATPOL,AINV,INVESTMENTS,AINV-57,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2015=100 (line 57),2007,2007-01-01,NA,,A,Annually
3842,annual,STATPOL,AINV,INVESTMENTS,AINV-57,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2015=100 (line 57),2008,2008-01-01,NA,,A,Annually
3843,annual,STATPOL,AINV,INVESTMENTS,AINV-57,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2015=100 (line 57),2009,2009-01-01,NA,,A,Annually
3844,annual,STATPOL,AINV,INVESTMENTS,AINV-57,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2015=100 (line 57),2010,2010-01-01,NA,,A,Annually
3845,annual,STATPOL,AINV,INVESTMENTS,AINV-57,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2015=100 (line 57),2011,2011-01-01,NA,,A,Annually
3846,annual,STATPOL,AINV,INVESTMENTS,AINV-57,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2015=100 (line 57),2012,2012-01-01,NA,,A,Annually
3847,annual,STATPOL,AINV,INVESTMENTS,AINV-57,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2015=100 (line 57),2013,2013-01-01,NA,,A,Annually
3848,annual,STATPOL,AINV,INVESTMENTS,AINV-57,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2015=100 (line 57),2014,2014-01-01,NA,,A,Annually
3849,annual,STATPOL,AINV,INVESTMENTS,AINV-57,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2015=100 (line 57),2015,2015-01-01,100.0,100.0,A,Annually
3850,annual,STATPOL,AINV,INVESTMENTS,AINV-57,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2015=100 (line 57),2016,2016-01-01,98.0,98.0,A,Annually
3851,annual,STATPOL,AINV,INVESTMENTS,AINV-57,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2015=100 (line 57),2017,2017-01-01,118.8,118.8,A,Annually
3852,annual,STATPOL,AINV,INVESTMENTS,AINV-57,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2015=100 (line 57),2018,2018-01-01,131.5,131.5,A,Annually
3853,annual,STATPOL,AINV,INVESTMENTS,AINV-57,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2015=100 (line 57),2019,2019-01-01,127.3,127.3,A,Annually
3854,annual,STATPOL,AINV,INVESTMENTS,AINV-57,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - trade; repair of motor vehicles∆ - 2015=100 (line 57),2020,2020-01-01,111.1,111.1,A,Annually
3855,annual,STATPOL,AINV,INVESTMENTS,AINV-58,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - transportation and storage - previous year=100 (line 58),2000,2000-01-01,NA,,A,Annually
3856,annual,STATPOL,AINV,INVESTMENTS,AINV-58,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - transportation and storage - previous year=100 (line 58),2001,2001-01-01,NA,,A,Annually
3857,annual,STATPOL,AINV,INVESTMENTS,AINV-58,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - transportation and storage - previous year=100 (line 58),2002,2002-01-01,NA,,A,Annually
3858,annual,STATPOL,AINV,INVESTMENTS,AINV-58,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - transportation and storage - previous year=100 (line 58),2003,2003-01-01,NA,,A,Annually
3859,annual,STATPOL,AINV,INVESTMENTS,AINV-58,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - transportation and storage - previous year=100 (line 58),2004,2004-01-01,NA,,A,Annually
3860,annual,STATPOL,AINV,INVESTMENTS,AINV-58,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - transportation and storage - previous year=100 (line 58),2005,2005-01-01,NA,,A,Annually
3861,annual,STATPOL,AINV,INVESTMENTS,AINV-58,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - transportation and storage - previous year=100 (line 58),2006,2006-01-01,123.0,123.0,A,Annually
3862,annual,STATPOL,AINV,INVESTMENTS,AINV-58,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - transportation and storage - previous year=100 (line 58),2007,2007-01-01,112.9,112.9,A,Annually
3863,annual,STATPOL,AINV,INVESTMENTS,AINV-58,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - transportation and storage - previous year=100 (line 58),2008,2008-01-01,120.8,120.8,A,Annually
3864,annual,STATPOL,AINV,INVESTMENTS,AINV-58,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - transportation and storage - previous year=100 (line 58),2009,2009-01-01,125.7,125.7,A,Annually
3865,annual,STATPOL,AINV,INVESTMENTS,AINV-58,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - transportation and storage - previous year=100 (line 58),2010,2010-01-01,114.1,114.1,A,Annually
3866,annual,STATPOL,AINV,INVESTMENTS,AINV-58,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - transportation and storage - previous year=100 (line 58),2011,2011-01-01,124.8,124.8,A,Annually
3867,annual,STATPOL,AINV,INVESTMENTS,AINV-58,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - transportation and storage - previous year=100 (line 58),2012,2012-01-01,91.8,91.8,A,Annually
3868,annual,STATPOL,AINV,INVESTMENTS,AINV-58,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - transportation and storage - previous year=100 (line 58),2013,2013-01-01,84.2,84.2,A,Annually
3869,annual,STATPOL,AINV,INVESTMENTS,AINV-58,Investment outlays by sectionsa (from the beginning of the year to the end of the period) - transportation and storage - previous year=100 (line 58),2014,2014-01-01,103.9,103.9,A,Annually
