,period,value,dataset_name,FREQ,REF_AREA,series_name,series_code
2074,1970-01-01,7.7176,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2075,1970-04-01,7.7176,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2076,1970-07-01,7.7176,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2077,1970-10-01,7.7176,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2078,1971-01-01,8.4084,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2079,1971-04-01,8.4798,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2080,1971-07-01,8.726,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2081,1971-10-01,9.1786,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2082,1972-01-01,9.7066,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2083,1972-04-01,10.1631,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2084,1972-07-01,10.2306,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2085,1972-10-01,10.6871,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2086,1973-01-01,11.1794,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2087,1973-04-01,11.493,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2088,1973-07-01,12.0528,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2089,1973-10-01,12.3704,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2090,1974-01-01,12.3704,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2091,1974-04-01,11.9496,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2092,1974-07-01,12.0885,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2093,1974-10-01,12.9659,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2094,1975-01-01,13.8393,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2095,1975-04-01,14.3316,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2096,1975-07-01,14.9985,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2097,1975-10-01,15.0303,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2098,1976-01-01,15.4868,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2099,1976-04-01,15.6615,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2100,1976-07-01,15.9791,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2101,1976-10-01,16.6421,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2102,1977-01-01,16.7135,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2103,1977-04-01,17.7656,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2104,1977-07-01,18.4325,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2105,1977-10-01,19.3774,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2106,1978-01-01,20.0443,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2107,1978-04-01,20.8503,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2108,1978-07-01,21.3743,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2109,1978-10-01,21.5847,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2110,1979-01-01,22.1087,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2111,1979-04-01,23.125,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2112,1979-07-01,23.4784,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2113,1979-10-01,23.4426,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2114,1980-01-01,23.0218,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2115,1980-04-01,22.3191,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2116,1980-07-01,22.7042,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2117,1980-10-01,22.74,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2118,1981-01-01,22.601,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2119,1981-04-01,21.6879,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2120,1981-07-01,20.9177,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2121,1981-10-01,21.3028,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2122,1982-01-01,21.1282,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2123,1982-04-01,21.3028,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2124,1982-07-01,20.8145,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2125,1982-10-01,21.3028,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2126,1983-01-01,23.125,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2127,1983-04-01,26.035,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2128,1983-07-01,26.3844,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2129,1983-10-01,27.1546,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2130,1984-01-01,28.6989,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2131,1984-04-01,29.2944,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2132,1984-07-01,29.608,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2133,1984-10-01,30.9379,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2134,1985-01-01,32.1647,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2135,1985-04-01,33.6375,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2136,1985-07-01,36.0195,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2137,1985-10-01,36.8968,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2138,1986-01-01,39.0009,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2139,1986-04-01,39.1399,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2140,1986-07-01,38.1236,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2141,1986-10-01,38.6833,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2142,1987-01-01,36.1267,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2143,1987-04-01,36.0552,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2144,1987-07-01,35.8091,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2145,1987-10-01,35.4597,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2146,1988-01-01,35.952,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2147,1988-04-01,35.8448,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2148,1988-07-01,36.5118,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2149,1988-10-01,36.7897,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2150,1989-01-01,36.4403,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2151,1989-04-01,36.5118,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2152,1989-07-01,35.8091,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2153,1989-10-01,35.285,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2154,1990-01-01,33.6732,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2155,1990-04-01,33.8122,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2156,1990-07-01,32.9706,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2157,1990-10-01,32.7601,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2158,1991-01-01,33.4271,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2159,1991-04-01,33.8479,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2160,1991-07-01,33.709,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2161,1991-10-01,33.9551,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2162,1992-01-01,33.7248,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2163,1992-04-01,33.7248,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2164,1992-07-01,33.0817,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2165,1992-10-01,32.2282,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2166,1993-01-01,31.8034,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2167,1993-04-01,31.589,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2168,1993-07-01,33.0817,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2169,1993-10-01,35.0032,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2170,1994-01-01,37.0318,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2171,1994-04-01,37.0318,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2172,1994-07-01,36.4999,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2173,1994-10-01,37.0318,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2174,1995-01-01,37.8854,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2175,1995-04-01,39.2709,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2176,1995-07-01,40.2316,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2177,1995-10-01,41.4067,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2178,1996-01-01,42.0459,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2179,1996-04-01,43.1138,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2180,1996-07-01,44.3961,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2181,1996-10-01,46.2104,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2182,1997-01-01,47.3815,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2183,1997-04-01,48.6638,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2184,1997-07-01,49.7317,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2185,1997-10-01,50.2637,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2186,1998-01-01,51.2244,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2187,1998-04-01,53.3603,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2188,1998-07-01,54.1066,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2189,1998-10-01,54.9602,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2190,1999-01-01,55.8137,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2191,1999-04-01,56.6673,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2192,1999-07-01,57.7352,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2193,1999-10-01,57.8424,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2194,2000-01-01,58.6959,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2195,2000-04-01,60.2958,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2196,2000-07-01,61.6853,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
2197,2000-10-01,62.2173,Selected residential property prices,Q,DK,"Quarterly – Denmark – Nominal – Index, 2010 = 100",Q.DK.N.628
