,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,3,480,482,496,501,544,nac,units,Type of data,GOODS AND SERVICES TRANSACTIONS,ACCOUNTING BALANCES,GFCG GOODS AND SERVICES TRANSACTION,Prices_ESA,Correction of effects,National Total,Units
81,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2015-Q2,2015-04-01,8876.0,8876.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
82,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2015-Q3,2015-07-01,8266.0,8266.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
83,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2015-Q4,2015-10-01,11101.0,11101.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
84,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2016-Q1,2016-01-01,8436.0,8436.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
85,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2016-Q2,2016-04-01,9372.0,9372.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
86,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2016-Q3,2016-07-01,8598.0,8598.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
87,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2016-Q4,2016-10-01,11438.0,11438.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
88,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2017-Q1,2017-01-01,8688.0,8688.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
89,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2017-Q2,2017-04-01,9665.0,9665.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
90,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2017-Q3,2017-07-01,9107.0,9107.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
91,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2017-Q4,2017-10-01,11900.0,11900.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
92,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2018-Q1,2018-01-01,8854.0,8854.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
93,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2018-Q2,2018-04-01,9994.0,9994.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
94,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2018-Q3,2018-07-01,9248.0,9248.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
95,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2018-Q4,2018-10-01,12140.0,12140.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
96,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2019-Q1,2019-01-01,8812.0,8812.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
97,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2019-Q2,2019-04-01,9964.0,9964.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
98,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2019-Q3,2019-07-01,9435.0,9435.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
99,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2019-Q4,2019-10-01,12769.0,12769.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
100,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2020-Q1,2020-01-01,9002.0,9002.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
101,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2020-Q2,2020-04-01,9439.0,9439.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
102,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2020-Q3,2020-07-01,9014.0,9014.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
103,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2020-Q4,2020-10-01,12648.0,12648.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
104,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2021-Q1,2021-01-01,9143.0,9143.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
105,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2021-Q2,2021-04-01,10642.0,10642.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
106,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2021-Q3,2021-07-01,10204.0,10204.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
107,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2021-Q4,2021-10-01,14246.0,14246.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
108,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2022-Q1,2022-01-01,10236.0,10236.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
109,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2022-Q2,2022-04-01,11416.0,11416.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
110,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2022-Q3,2022-07-01,11184.0,11184.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
111,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2022-Q4,2022-10-01,14675.0,14675.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
112,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2023-Q1,2023-01-01,9927.0,9927.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
113,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2023-Q2,2023-04-01,11124.0,11124.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
114,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2023-Q3,2023-07-01,11081.0,11081.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
115,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2023-Q4,2023-10-01,15016.0,15016.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
116,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4956,National Total. Seasonally and calendar unadjusted data. GFCF. Tangible fixed assets. Intellectual property products. Base data. Current prices.,2024-Q1,2024-01-01,10350.0,10350.0,72,,,292055,pcorr,n,00,euros,Base data,,,GFCF. Tangible fixed assets. Intellectual property products,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
